Molecule ChEMBL ID;Molecule Name;Molecule Max Phase;Molecular Weight;#RO5 Violations;AlogP;Compound Key;Smiles;Standard Type;Standard Relation;Standard Value;Standard Units;pChEMBL Value;Data Validity Comment;Comment;Uo Units;Ligand Efficiency BEI;Ligand Efficiency LE;Ligand Efficiency LLE;Ligand Efficiency SEI;Potential Duplicate;Assay ChEMBL ID;Assay Description;Assay Type;BAO Format ID;BAO Label;Assay Organism;Assay Tissue ChEMBL ID;Assay Tissue Name;Assay Cell Type;Assay Subcellular Fraction;Target ChEMBL ID;Target Name;Target Organism;Target Type;Document ChEMBL ID;Source ID;Source Description;Document Journal;Document Year;Cell ChEMBL ID
CHEMBL3623553;;0;220.19;0;2.28;5i;CC(C)Cn1cc(C(=O)C(F)(F)F)cn1;IC50;'=';591.0;nM;6.23;;;UO_0000065;28.29;0.57;3.95;17.85;False;CHEMBL3626446;Inhibition of recombinant human AChE after 10 mins by Ellman assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3621126;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2015;None
CHEMBL89354;;0;230.23;0;3.73;5c;CC(C)(C)c1cccc(C(=O)C(F)(F)F)c1;IC50;'=';14.6;nM;7.84;;;UO_0000065;34.03;0.67;4.11;45.90;False;CHEMBL3626446;Inhibition of recombinant human AChE after 10 mins by Ellman assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3621126;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2015;None
CHEMBL3137700;;0;246.30;None;None;5b;C[Si](C)(C)c1cccc(C(=O)C(F)(F)F)c1;IC50;'=';285.0;nM;6.54;;;UO_0000065;26.57;None;None;None;False;CHEMBL3626446;Inhibition of recombinant human AChE after 10 mins by Ellman assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3621126;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2015;None
CHEMBL3623562;;0;170.19;0;1.62;10d;CC(C)n1cc(C(=O)CF)cn1;IC50;'>';10000.0;nM;;;;UO_0000065;;;;;False;CHEMBL3626446;Inhibition of recombinant human AChE after 10 mins by Ellman assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3621126;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2015;None
CHEMBL89354;;0;230.23;0;3.73;5c;CC(C)(C)c1cccc(C(=O)C(F)(F)F)c1;IC50;'=';5.0;nM;8.30;;;UO_0000065;36.06;0.71;4.57;48.63;False;CHEMBL3626447;Inhibition of recombinant human AChE after 60 mins by Ellman assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3621126;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2015;None
CHEMBL3137700;;0;246.30;None;None;5b;C[Si](C)(C)c1cccc(C(=O)C(F)(F)F)c1;IC50;'=';92.9;nM;7.03;;;UO_0000065;28.55;None;None;None;False;CHEMBL3626447;Inhibition of recombinant human AChE after 60 mins by Ellman assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3621126;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2015;None
CHEMBL3623556;;0;202.20;0;2.30;9e;CCC(C)n1cc(C(=O)C(F)F)cn1;IC50;'=';85.9;nM;7.07;;;UO_0000065;34.95;0.69;4.77;20.25;False;CHEMBL3626447;Inhibition of recombinant human AChE after 60 mins by Ellman assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3621126;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2015;None
CHEMBL3597946;;0;384.85;0;0.98;5a;CCOC(=O)Cc1csc(NC(=O)C[n+]2ccc(/C=N/O)cc2)n1.[Cl-];IC50;'=';2270000.0;nM;;Outside typical range;;UO_0000065;;;;;False;CHEMBL3598884;Inhibition of human acetylcholinesterase incubated for 60 mins using ATChI substrate by DTNB dye based UV-visible spectrophotometry;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3596175;1;Scientific Literature;Bioorg. Med. Chem.;2015;None
CHEMBL808;ECONAZOLE;4;381.69;1;5.80;ECONAZOLE;Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1;IC50;'=';13677.0;nM;4.86;;;UO_0000065;12.74;0.28;-0.94;17.98;False;CHEMBL1909212;DRUGMATRIX: Acetylcholinesterase enzyme inhibition (substrate: acetylthiocholine);B;BAO_0000219;cell-based format;None;None;None;HEK293;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1909046;15;DrugMatrix;;;CHEMBL3307715
CHEMBL1601669;ALFACALCIDOL;4;400.65;1;6.59;ALFACALCIDOL;C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CCCC(C)C)C[C@@H](O)C[C@@H]1O;IC50;;;;;;Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured);;;;;;False;CHEMBL1909212;DRUGMATRIX: Acetylcholinesterase enzyme inhibition (substrate: acetylthiocholine);B;BAO_0000219;cell-based format;None;None;None;HEK293;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1909046;15;DrugMatrix;;;CHEMBL3307715
CHEMBL666;FOSCARNET;4;126.00;0;-0.16;FOSCARNET;O=C(O)P(=O)(O)O;IC50;;;;;;Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured);;;;;;False;CHEMBL1909212;DRUGMATRIX: Acetylcholinesterase enzyme inhibition (substrate: acetylthiocholine);B;BAO_0000219;cell-based format;None;None;None;HEK293;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1909046;15;DrugMatrix;;;CHEMBL3307715
CHEMBL679;EPINEPHRINE;4;183.21;0;0.35;EPINEPHRINE;CNC[C@H](O)c1ccc(O)c(O)c1;IC50;;;;;;Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured);;;;;;False;CHEMBL1909212;DRUGMATRIX: Acetylcholinesterase enzyme inhibition (substrate: acetylthiocholine);B;BAO_0000219;cell-based format;None;None;None;HEK293;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1909046;15;DrugMatrix;;;CHEMBL3307715
CHEMBL3353040;;0;679.78;2;11.95;(+)-2b;CC1=C[C@H]2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCNc4c5c(nc6cc(Cl)ccc46)C[C@@H]4C=C(C)C[C@H]5C4)c3[C@@H](C1)C2;IC50;'=';72.5;nM;7.14;;;UO_0000065;10.50;0.20;-4.81;14.33;False;CHEMBL3383777;Inhibition of human recombinant AChE using acetylthiocholine iodide as substrate preincubated for 20 mins by Ellman method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3351941;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2014;None
CHEMBL4099391;;0;466.38;0;4.17;5e;COc1cc2c(cc1OC)C(=O)/C(=C/c1cc[n+](Cc3ccccc3C)cc1)C2.[Br-];IC50;'=';5.8;nM;8.24;;;UO_0000065;21.31;0.39;4.07;20.90;False;CHEMBL4034179;Inhibition of human erythrocyte AChE using acetylthiocholine iodide as substrate pretreated for 6 mins followed by substrate addition measured up to 180 sec by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4033632;1;Scientific Literature;Eur J Med Chem;2017;None
CHEMBL4091683;;0;336.44;0;3.58;TM-12;CCN(CCCCN1C(=O)c2ccccc2C1=O)Cc1ccccc1;IC50;'=';680.0;nM;6.17;;;UO_0000065;18.33;0.34;2.59;15.18;False;CHEMBL4048085;Inhibition of human erythrocyte AChE using acetylthiocholine chloride as substrate incubated for 15 mins by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4043275;1;Scientific Literature;Bioorg Med Chem Lett;2017;None
CHEMBL4081393;;0;374.48;0;3.98;TM-26;C#CCN(CCCCCCN1C(=O)c2ccccc2C1=O)Cc1ccccc1;IC50;;;;;;Not Determined;;;;;;False;CHEMBL4048085;Inhibition of human erythrocyte AChE using acetylthiocholine chloride as substrate incubated for 15 mins by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4043275;1;Scientific Literature;Bioorg Med Chem Lett;2017;None
CHEMBL4088294;;0;342.40;0;2.78;2a;COc1cc2c(cc1OC)CN(Cc1ccc(O)c(/C=N/O)c1)CC2;IC50;'=';559300.0;nM;;Outside typical range;;UO_0000065;;;;;False;CHEMBL4044411;Inhibition of human AChE using acetylthiocholine as substrate preincubated for 30 mins followed by substrate addition measured every 5 mins for 20 mins by Ellman's method;A;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4043104;1;Scientific Literature;Bioorg Med Chem;2017;None
CHEMBL1161905;;0;284.79;0;4.47;BDBM50379273;CC1=C[C@@H]2Cc3nc4cc(Cl)ccc4c(N)c3[C@H](C1)C2;IC50;'=';0.43;nM;9.37;;358409;UO_0000065;32.89;0.64;4.90;24.07;False;CHEMBL3887855;Inhibition Assay: AChE inhibitory activity of compounds (Ia)-(Ie) and (-)-(Ib) and (+)-(Ib) was evaluated spectrophotometrically at 25° C. by the method of Ellman et al., using recombinant human AChE (hAChE) and Electrophorus electricus (ee) AChE and acetylthiocholine iodide as substrate (cf. G. L. Ellman et al., New and Rapid Colorimetric Determination of Acetylcholinesterase Activity Biochem. Pharmacol. 1961, vol. 7, pp. 88-95). For eeAChE inhibitory activity determination, the reaction took place in a final volume of 300 uL of 0.1 M phosphate-buffered solution pH 8.0, containing 0.03 unit/mL of ee AChE and 333 uM 5,5'-dithiobis(2-nitrobenzoic) acid (DTNB) solution used to produce the yellow anion of 5-thio-2-nitrobenzoic acid. Inhibition curves were performed in duplicates using at least 10 increasing concentrations of inhibitor and preincubating at 37° C. for 20 min. One duplicate sample without inhibitor was always present to yield 100% of AChE activity. Then, substrate acetylthiocholine (450 uM) was added and the reaction was developed at 37° C. for 5 min. The color production was measured at 414 nm.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3886477;37;BindingDB Database;;2016;None
CHEMBL2419690;;0;505.67;1;4.98;5b;N#Cc1cc(C#N)c(NC2CCN(Cc3ccccc3)CC2)nc1NC1CCN(Cc2ccccc2)CC1;IC50;'=';7300.0;nM;5.14;;;UO_0000065;10.16;0.18;0.16;5.64;False;CHEMBL2421450;Inhibition of purified human erythrocyte AChE using acetylcholine as substrate by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL2417380;1;Scientific Literature;Eur. J. Med. Chem.;2013;None
CHEMBL4164525;;0;305.37;0;2.09;25;COc1ccc2c3c1O[C@H]1C[C@@H](O)CC[C@@]31CC[N@@+](C)([O-])C2;IC50;'>';200000.0;nM;;Outside typical range;;UO_0000065;;;;;False;CHEMBL4133675;Inhibition of AChE (unknown origin);B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4130435;1;Scientific Literature;J Nat Prod;2017;None
CHEMBL354848;;0;393.53;0;4.67;3c;COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccc(C)cc3)CC1)C2;IC50;'=';127.0;nM;6.90;;;UO_0000065;17.52;0.32;2.23;17.79;False;CHEMBL3870531;Inhibition of human erythrocytes AChE using acetylthiocholine iodide as substrate preincubated for 5 mins followed by substrate addition measured up to 3 mins by Ellman's method;B;BAO_0000019;assay format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3870312;1;Scientific Literature;Eur J Med Chem;2016;None
CHEMBL4064154;;0;457.55;0;3.63;6c;COc1cc2c(cc1OC)CN(CC1CCN(Cc3cc(F)cc(/C=N/O)c3O)CC1)CC2;IC50;'=';658100.0;nM;;Outside typical range;;UO_0000065;;;;;False;CHEMBL4044411;Inhibition of human AChE using acetylthiocholine as substrate preincubated for 30 mins followed by substrate addition measured every 5 mins for 20 mins by Ellman's method;A;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4043104;1;Scientific Literature;Bioorg Med Chem;2017;None
CHEMBL3597054;;0;502.66;2;7.93;12;CCOC(=O)C1=C(Nc2ccc(C)cc2)C[C@@H](c2ccccc2)N(c2ccc(C)cc2)[C@@H]1c1ccccc1;IC50;'=';5176.07;nM;5.29;;;UO_0000065;10.52;0.19;-2.64;12.72;False;CHEMBL3599183;Inhibition of human acetylcholinesterase using ATCI/DTNB as substrate preincubated for 30 mins followed by substrate addition measured for 60 mins by Ellman method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3596196;1;Scientific Literature;Bioorg. Med. Chem.;2015;None
CHEMBL3586594;;0;435.95;1;5.31;23;Cc1cc(=O)oc2cc(OCc3ccc(CN(C)Cc4ccccc4)cc3)ccc12.Cl;IC50;'=';910.0;nM;6.04;;;UO_0000065;15.12;0.28;0.73;14.15;False;CHEMBL3588483;Inhibition of human recombinant AChE by spectrophotometric Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3585305;1;Scientific Literature;J. Med. Chem.;2015;None
CHEMBL3949770;;0;477.35;0;4.63;BDBM214669;CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1cccc([N+](=O)[O-])c1)CC(Cl)(Cl)CC3;IC50;'=';333.0;nM;6.48;;376967;UO_0000065;13.57;0.28;1.85;5.38;False;CHEMBL3888161;"Inhibition Assay: Procedure: 48 Ml 1xReaction Buffer was initially added to each compound test well in the 96-well black plate arranged, followed by addition of 2 Ml 100xcompound solution; the test for each concentration was performed in duplicate. To the positive control well, 2 Ml DMSO+48 Ml 1xReaction Buffer were added; while 100 Ml 20 Mm H2O2 working solution was directly added to the positive validation well. To the negative control well, 2 Ml DMSO+98 Ml 1xReaction Buffer were added, and each test was performed in duplicate. 50 Ml 4xAchE application solution was added to each of the compound test wells and the positive control wells. 100 Ml 2xworking solution was added to each of all the wells and mixed until homogenous. The enzymatic reaction was started with the volume of the overall reaction system reaching 200 Ml, which resulted in the final concentrations of the compound solution of 10 umol/L, 2 umol/L, 0.4 umol/L, 0.08 umol/L, 0.016 umol/L, 0.0032 umol/L and 0.064 umol/L.";B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3886606;37;BindingDB Database;;2016;None
CHEMBL469638;;0;289.38;0;2.07;22;COc1ccc2c3c1O[C@H]1C[C@@H](O)CC[C@@]31CCN(C)C2;IC50;'=';20070.0;nM;4.70;;;UO_0000065;16.23;0.31;2.63;11.20;False;CHEMBL4133675;Inhibition of AChE (unknown origin);B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4130435;1;Scientific Literature;J Nat Prod;2017;None
CHEMBL3237520;;0;349.41;0;4.39;5;CN(Cc1ccccc1)Cc1ccc(C(=O)c2ccc(O)c(F)c2)cc1;IC50;'=';3660.0;nM;5.44;;;UO_0000065;15.56;0.29;1.05;13.41;False;CHEMBL3239772;Inhibition of human recombinant AChE using acetylthiocholine iodide as substrate preincubated for 20 mins by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3232781;1;Scientific Literature;Eur. J. Med. Chem.;2014;None
CHEMBL4083875;;0;454.41;0;1.86;D3;N#CC1=C(N)N2CCNC2=C([N+](=O)[O-])C12c1ccccc1-c1nc3ccc([N+](=O)[O-])cc3nc12;IC50;'=';6500.0;nM;5.19;;;UO_0000065;11.41;0.21;3.33;2.93;False;CHEMBL4010820;Inhibition of acetylcholinesterase (unknown origin) using acetylthiocholine as substrate preincubated for 20 mins followed by substrate addition by Ellmans method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4007475;1;Scientific Literature;Bioorg Med Chem;2017;None
CHEMBL3410951;;0;473.62;1;5.06;7h;Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)NCCNc1c3c(nc4ccccc14)CCCC3)O2;IC50;'=';6970.0;nM;5.16;;;UO_0000065;10.89;0.20;0.10;6.18;False;CHEMBL3635777;Inhibition of human recombinant AChE using acetylthiocholine as substrate preincubated for 5 mins followed by substrate addition measured every 2 mins by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3632576;1;Scientific Literature;J. Med. Chem.;2015;None
CHEMBL3585778;;0;394.45;0;2.53;20;COc1ccc(OC)c(C(C)NS(=O)(=O)NC(=O)OCc2ccccc2)c1;IC50;'=';0.02685;nM;10.57;;;UO_0000065;26.80;0.53;8.04;10.27;False;CHEMBL3588578;Inhibition of acetylcholinesterase (unknown origin) assessed as AChI hydrolysis using AChI and DTNB as substrate by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3585326;1;Scientific Literature;Bioorg. Med. Chem.;2015;None
CHEMBL3585783;;0;260.31;0;0.56;25;COc1ccc(OC)c(C(C)NS(N)(=O)=O)c1;IC50;'=';0.02685;nM;10.57;;;UO_0000065;40.61;0.85;10.01;11.66;False;CHEMBL3588578;Inhibition of acetylcholinesterase (unknown origin) assessed as AChI hydrolysis using AChI and DTNB as substrate by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3585326;1;Scientific Literature;Bioorg. Med. Chem.;2015;None
CHEMBL3586583;;0;444.02;1;5.87;12;CCN(CCCCCCOc1ccc2c(C)c(C)c(=O)oc2c1)Cc1ccccc1.Cl;IC50;'=';440.0;nM;6.36;;;UO_0000065;15.60;0.29;0.49;14.89;False;CHEMBL3588483;Inhibition of human recombinant AChE by spectrophotometric Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3585305;1;Scientific Literature;J. Med. Chem.;2015;None
CHEMBL3585776;;0;364.42;0;2.52;18;COc1ccc(C(C)NS(=O)(=O)NC(=O)OCc2ccccc2)cc1;IC50;'=';0.02685;nM;10.57;;;UO_0000065;29.01;0.58;8.05;11.28;False;CHEMBL3588578;Inhibition of acetylcholinesterase (unknown origin) assessed as AChI hydrolysis using AChI and DTNB as substrate by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3585326;1;Scientific Literature;Bioorg. Med. Chem.;2015;None
CHEMBL3220808;;0;581.08;2;7.22;21;C[C@H]1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)OCC[N+](C)(C)Cc4ccccc4)[C@@H]2CC[C@]1(Cl)C3.[Br-];IC50;'=';9000.0;nM;5.05;;;UO_0000065;10.07;0.20;-2.17;19.19;False;CHEMBL3225749;Inhibition of human erythrocyte AChE using acetylthiocholine iodide as substrate by visible spectrophotometry;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3217435;1;Scientific Literature;MedChemComm;2012;None
CHEMBL459258;;0;454.52;0;4.72;2;COc1cc([C@H]2Oc3cc(O)c(C/C=C(\C)CCC=C(C)C)c(O)c3C(=O)[C@@H]2O)ccc1O;IC50;'=';48500.0;nM;4.31;;;UO_0000065;9.49;0.18;-0.41;3.70;False;CHEMBL2014392;Inhibition of human erythrocyte AChE assessed as acetylthiocholine iodide hydrolysis after 10 mins preincubation by spectrophotometry;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL2010757;1;Scientific Literature;Bioorg. Med. Chem.;2012;None
CHEMBL3335048;;0;432.56;0;4.26;19b5;O=c1oc2cc(OCCCN3CCN(Cc4ccccc4)CC3)ccc2c2c1CCCC2;IC50;'=';900.0;nM;6.05;;;UO_0000065;13.98;0.26;1.79;13.17;False;CHEMBL3383711;Inhibition of human recombinant AChE using acetylthiocholine iodide substrate incubated for 15 mins by spectrophotometry based Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3351711;1;Scientific Literature;Bioorg. Med. Chem.;2014;None
CHEMBL3339006;;0;407.60;1;6.64;6d;CCCCN(CCCC)CCCCOc1ccc(C(=O)/C=C/c2ccccc2)cc1;IC50;'=';21940.0;nM;4.66;;;UO_0000065;11.43;0.21;-1.98;15.77;False;CHEMBL3390418;Inhibition of AChE (unknown origin) using acetylthiocholine iodide as substrate incubated for 25 mins by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3352241;1;Scientific Literature;Bioorg. Med. Chem.;2014;None
CHEMBL3787116;;0;413.54;1;5.46;2k;CCCCCCCNC(=O)Oc1ccc2c(c1)CN(C)C(c1ccc(F)cc1)N2C;IC50;'=';1610.0;nM;5.79;;;UO_0000065;14.01;0.26;0.33;12.93;False;CHEMBL3789712;Inhibition of human acetylcholinesterase using acetylcholine iodide as substrate preincubated for 30 mins followed by substrate addition measured after 2.5 mins by Ellman's spectrophotometric method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3785077;1;Scientific Literature;J. Med. Chem.;2016;None
CHEMBL3338996;;0;351.49;1;5.08;6b;CCN(CC)CCCCOc1ccc(C(=O)/C=C/c2ccccc2)cc1;IC50;'=';23210.0;nM;4.63;;;UO_0000065;13.18;0.24;-0.45;15.69;False;CHEMBL3390418;Inhibition of AChE (unknown origin) using acetylthiocholine iodide as substrate incubated for 25 mins by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3352241;1;Scientific Literature;Bioorg. Med. Chem.;2014;None
CHEMBL3787666;;0;272.32;0;3.11;9k;CN1Cc2cc(O)ccc2N(C)C1c1ccc(F)cc1;IC50;'=';143400.0;nM;;Outside typical range;;UO_0000065;;;;;False;CHEMBL3789711;Inhibition of human acetylcholinesterase using acetylcholine iodide as substrate preincubated for 4.5 mins followed by substrate addition measured after 2.5 mins by Ellman's spectrophotometric method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3785077;1;Scientific Literature;J. Med. Chem.;2016;None
CHEMBL3786589;;0;268.36;0;3.28;9e;Cc1ccc(C2N(C)Cc3cc(O)ccc3N2C)cc1;IC50;'=';109900.0;nM;;Outside typical range;;UO_0000065;;;;;False;CHEMBL3789711;Inhibition of human acetylcholinesterase using acetylcholine iodide as substrate preincubated for 4.5 mins followed by substrate addition measured after 2.5 mins by Ellman's spectrophotometric method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3785077;1;Scientific Literature;J. Med. Chem.;2016;None
CHEMBL3786505;;0;288.78;0;3.63;9c;CN1Cc2cc(O)ccc2N(C)C1c1cccc(Cl)c1;IC50;'=';242400.0;nM;;Outside typical range;;UO_0000065;;;;;False;CHEMBL3789711;Inhibition of human acetylcholinesterase using acetylcholine iodide as substrate preincubated for 4.5 mins followed by substrate addition measured after 2.5 mins by Ellman's spectrophotometric method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL3785077;1;Scientific Literature;J. Med. Chem.;2016;None
CHEMBL1770549;;0;608.78;2;4.21;3;COc1cc(CNCCCCCCNC2=CC(=O)C(NCCCCCCNCc3ccc(O)c(OC)c3)=CC2=O)ccc1O;IC50;'=';102.0;nM;6.99;;;UO_0000065;11.48;0.22;2.78;4.95;False;CHEMBL1771988;Inhibition of human serum AChE;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1770071;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2011;None
CHEMBL1770551;;0;596.77;2;6.28;5;O=C1C=C(NCCCCCCNCc2cc3ccccc3o2)C(=O)C=C1NCCCCCCNCc1cc2ccccc2o1;IC50;'>';10000.0;nM;;;;UO_0000065;;;;;False;CHEMBL1771988;Inhibition of human serum AChE;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL220;Acetylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL1770071;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2011;None
